SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Ek_Hizmet_Sayisi,Churn
0,1.3642490183577978,-0.03583691789778363,4264.6,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,2,0
0,-0.3453918448631497,-0.14866092389380306,1440.75,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,3,0
0,-1.1595065416350294,-0.2797358720362375,235.1,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,2,1
0,-1.1595065416350294,0.7970697146022425,355.2,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,2,1
0,0.1023712383613841,-0.30960105009400735,2016.45,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,2,0
1,0.5094285867473239,0.689223238282518,3778.1,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,3,0
0,1.3235432835192036,1.495583045842304,7138.65,True,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,5,0
0,-0.7524491932490895,0.5299422886410788,1152.8,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0
0,1.1607203441648277,-0.4722003528529765,3088.75,False,True,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False,False,False,4,0
0,1.4456604880349857,0.5116913464946635,5375.15,True,True,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,2,0
0,-0.38609757970174374,-0.2382564580671127,1282.85,False,True,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,True,3,0
0,0.9164859351332638,0.5515115839050234,4509.5,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,2,0
0,1.4863662228735797,-1.3432680462045974,1718.2,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0
0,-1.0373893371192475,0.5415565245524336,580.1,False,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,5,0
0,1.6084834273893616,0.4685527559667738,5730.7,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,1,0
0,1.1607203441648277,-0.5053838840282764,2961.4,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1,0
1,1.2828375486806096,0.5100321699358986,5017.7,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,2,0
1,-0.019745966154397852,0.9380997220972668,2931.0,False,True,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,2,1
0,-1.2816237461508113,0.4851445215544238,79.55,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,1,1
0,-1.2002122764736234,0.5763992322864984,214.4,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,2,0
0,-1.2002122764736234,-1.4842980536996218,50.6,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0
0,1.6084834273893616,0.6460846477546283,6096.45,False,True,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True,False,False,5,0
0,-0.2639803751859618,-1.1657361544167435,786.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,1,0
0,0.26519417771576004,1.1786803231181906,3801.7,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,4,0
0,-1.2816237461508113,-1.5058673489635668,19.55,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0
0,-1.2816237461508113,-1.5075265255223318,19.5,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,0
0,0.9571916699718578,0.7954105380434776,4968.0,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,2,0
1,0.428017117070136,1.4142833944628193,4533.9,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,False,True,False,4,1
0,-1.2816237461508113,-1.3117436915880627,25.4,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0
0,-0.1418631706701798,0.1981069768880804,1964.6,True,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False,3,0
0,-1.2409180113122174,0.5664441729339085,184.65,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,1,1
0,1.4456604880349857,0.4868036981131887,5461.45,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,2,0
0,1.4049547531963917,0.8169798333074222,6373.1,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,2,0
0,-0.5489205190561197,-1.3283354571757127,467.7,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0,0
0,1.3642490183577978,-0.2714399892424126,3708.4,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,True,False,False,4,0
0,-1.1595065416350294,-1.1906238027982183,129.6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1,0
0,-0.9559778674420595,-1.4992306427285067,210.65,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0
1,0.8350744654560759,1.2915043291142099,5485.5,True,True,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,True,False,4,1
0,-0.38609757970174374,-1.5075265255223318,470.2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,0
0,0.7129572609402939,1.4474669256381192,5610.7,False,True,False,True,True,True,False,True,True,False,True,True,True,True,False,False,False,True,False,5,1
0,-1.2409180113122174,0.33250027814804467,151.75,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1,0
0,1.0793088744876398,-1.4793205240233267,1267.0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,0
0,1.2421318138420157,0.6162194696968583,5435.0,True,True,True,True,True,False,False,True,True,True,False,True,True,False,True,False,True,False,False,5,0
0,-0.30468611002455576,0.2030845065643751,1837.7,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,4,0
0,-0.7524491932490895,0.5150096996121938,1072.0,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,1,1
0,1.3235432835192036,0.07035038186317573,4309.55,True,True,False,True,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,3,0
1,1.4863662228735797,-0.2780766954774726,3952.65,True,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,4,0
0,-0.4675090493789317,0.3026351000902746,1565.7,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,1,1
0,0.428017117070136,0.873391836305432,4013.8,True,True,True,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,False,3,0
1,1.5677776925507676,0.8982794846869069,6585.2,True,True,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,True,False,4,0
0,-0.5489205190561197,-1.3134028681468275,566.1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0
0,0.30589991255435406,-1.5025489958460367,830.25,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0,0
0,-0.9559778674420595,0.6095827634617982,803.3,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,1,1
0,1.0386031396490458,1.27159421040903,6017.65,True,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,4,1
0,-1.2816237461508113,-1.4942531130522119,19.9,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0
0,0.590840056424512,1.6100662283970886,5317.8,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,6,0
0,1.0386031396490458,0.642766294637098,4916.4,False,True,False,True,True,False,False,True,False,True,True,True,True,False,True,True,False,True,False,5,0
0,0.30589991255435406,1.2516840917038503,4108.15,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,True,4,0
0,0.346605647392948,0.12178485518489039,2877.05,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,False,True,False,3,0
0,1.4049547531963917,1.1936129121470758,6733.15,True,True,False,True,False,True,False,True,True,False,False,True,True,True,False,True,True,False,False,4,0
1,0.06166550352279012,1.1587702044130104,3343.15,True,False,False,True,False,True,False,False,True,True,False,True,True,True,False,True,False,True,False,4,0
0,-1.2002122764736234,-1.5207999379924515,53.05,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,0
1,1.1200146093262338,1.696343409452868,6925.9,False,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,6,0
1,-0.9966836022806536,0.9015978378044367,729.95,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,3,1
0,-0.7117434584104956,0.33084110158927976,1107.25,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0,1
0,1.4456604880349857,1.233433149557435,7149.35,True,False,False,True,True,True,False,True,True,True,False,False,True,False,True,True,False,False,False,4,0
1,1.5677776925507676,-1.3100845150292975,1789.65,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0,0
0,1.0386031396490458,0.4934404043482487,4526.85,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0
1,-1.2409180113122174,-1.5174815848749215,37.2,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0
0,-0.7524491932490895,0.8202981864249524,1208.35,False,True,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,3,1
0,1.5677776925507676,-1.461069581876912,1493.2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0,0
0,-0.7524491932490895,1.1819986762357204,1415.55,True,False,False,True,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,3,1
0,-1.0780950719578415,-0.46390447005915153,307.6,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,4,0
0,-0.7117434584104956,0.15165003324266044,1071.4,True,True,True,True,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,4,0
0,0.9978974048104517,1.0824480827098208,5598.0,True,True,True,True,False,True,False,False,True,True,False,True,True,True,False,True,True,False,False,4,0
0,1.3642490183577978,-0.1254324520710933,4017.45,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,3,0
1,1.4863662228735797,0.8302532457775423,6143.15,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,2,1
0,1.4456604880349857,-0.29964599074141746,3848.8,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,2,0
1,0.9571916699718578,0.9911933719777464,5264.3,True,False,True,True,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,3,0
1,0.1023712383613841,1.1322233794727707,3395.8,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,3,1
0,0.428017117070136,-0.29135010794759253,2499.3,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,1
0,-0.06045170099299184,0.04878108659923111,2019.8,True,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,3,0
0,0.020959768684196134,-0.21502798624440272,1955.4,False,True,True,True,False,False,False,True,True,True,False,False,False,True,False,True,False,False,True,3,0
0,-1.2816237461508113,0.14667250356636527,69.35,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1
0,0.46872285190873,1.1670660872068355,4378.35,True,False,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False,4,0
0,0.9978974048104517,-0.38094564212090193,3053.0,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,2,0
0,1.5270719577121736,0.0006649663950462456,4551.5,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,3,0
0,-1.2816237461508113,-1.472683817788267,20.55,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0
0,0.9164859351332638,-0.3212152860053623,3119.9,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,2,0
1,-0.1418631706701798,0.9795791360663916,2653.65,True,True,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,2,1
0,0.020959768684196134,-0.13372833486491825,2033.85,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,2,0
1,-1.1595065416350294,0.33250027814804467,308.7,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1
0,1.5270719577121736,-0.82560495986992,2799.75,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,2,0
0,0.1023712383613841,-1.3051069853530026,901.25,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0
0,-1.2409180113122174,-0.6331404790531808,105.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0
1,-0.9152721326034655,0.8252757161012472,914.3,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,2,1
0,-1.2816237461508113,0.32088604223668943,74.6,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,1,0
0,-0.06045170099299184,-1.477661347464562,609.1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0
1,-0.10115743583158582,0.8485041879239571,2595.85,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,2,0
1,1.1200146093262338,0.9397588986560317,5774.55,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,False,3,0
0,1.6084834273893616,0.06371367562811567,4758.8,False,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,3,0
0,-1.1595065416350294,-1.4677062881119718,83.75,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0,0
0,-1.1595065416350294,0.15330920980142534,284.9,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0
0,-0.30468611002455576,1.1471559685016557,2369.05,False,False,False,True,False,True,False,False,True,True,False,True,True,False,False,True,False,True,False,4,1
0,1.5270719577121736,0.39886734049864436,5289.8,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,True,False,False,4,0
0,-1.2816237461508113,-1.4760021709057967,20.45,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,0
0,-0.5489205190561197,-1.4942531130522119,367.55,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0
0,-1.2816237461508113,-1.5075265255223318,19.5,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,1
0,-0.8338606629262776,-1.480979700582092,224.5,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0
0,1.6084834273893616,-1.5141632317573919,1414.8,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0
0,-1.2409180113122174,-1.480979700582092,41.2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0
0,0.06166550352279012,0.8269348926600121,3091.75,True,True,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,3,0
0,0.18378270803857208,-0.8090131942822701,1390.85,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,3,0
1,1.0386031396490458,0.8269348926600121,5125.75,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,False,False,3,0
0,-1.2816237461508113,-0.6430955384057709,45.55,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0
1,-1.2816237461508113,0.20972121279943517,71.25,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0
0,-1.2816237461508113,-0.4804962356468015,50.45,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1
0,1.6084834273893616,0.10685226615600583,4808.7,True,True,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True,4,0
1,-0.8338606629262776,-1.1823279200043932,355.9,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1,0
0,-1.2409180113122174,-1.5075265255223318,31.55,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,1
0,0.590840056424512,-1.5025489958460367,921.55,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0
0,-1.0780950719578415,-0.6746198930223056,260.8,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,1
0,1.1200146093262338,-0.37596811244460704,3237.05,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,4,0
1,-1.2409180113122174,0.6261745290494481,163.7,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,2,0
0,0.7536629957788878,0.6278337056082129,4307.1,True,True,False,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,6,0
0,1.6084834273893616,1.4806504568134191,7887.25,False,True,True,True,True,True,False,True,True,True,False,True,True,False,True,False,True,False,False,5,0
